,ID,Season,Position,FullName,TOI,OT,SO,W,L,Saves,PPSaves,SHSaves,EVSaves,SHShots,EVShots,PPShots,SvPct,GAA,G,GS,ShotsAgainst,GoalsAgainst,TOIperGame,PPSvPct,SHSvPct,EVSvPct
56,8470147,20092010,G,Curtis McElhinney,1023:52,2.0,0.0,8.0,5.0,472.0,100.0,10.0,362.0,10.0,399.0,114.0,0.902486,2.98867,20.0,14.0,523.0,51.0,51:11,87.71929824561403,100.0,90.72681704260651
57,8473972,20092010,G,Jonas Hiller,3337:44,4.0,2.0,30.0,23.0,1708.0,284.0,50.0,1374.0,57.0,1478.0,325.0,0.9182799999999999,2.732393,59.0,58.0,1860.0,152.0,56:34,87.38461538461539,87.71929824561403,92.96346414073072
58,8471734,20092010,G,Jonathan Quick,4258:27,7.0,4.0,39.0,24.0,1747.0,296.0,49.0,1402.0,54.0,1526.0,347.0,0.906591,2.536134,72.0,72.0,1927.0,180.0,59:08,85.30259365994236,90.74074074074076,91.87418086500656
59,8473541,20092010,G,Jonathan Bernier,185:00,0.0,1.0,3.0,0.0,90.0,14.0,3.0,73.0,3.0,76.0,15.0,0.9574469999999999,1.297297,3.0,3.0,94.0,4.0,61:40,93.33333333333331,100.0,96.05263157894736
60,8473975,20092010,G,Erik Ersberg,551:01,2.0,0.0,4.0,3.0,212.0,45.0,7.0,160.0,8.0,174.0,52.0,0.905983,2.395572,11.0,7.0,234.0,22.0,50:05,86.53846153846155,87.5,91.95402298850573
61,8471306,20092010,G,Thomas Greiss,782:24,1.0,0.0,7.0,4.0,364.0,58.0,6.0,300.0,9.0,325.0,65.0,0.9122809999999999,2.6840490000000004,16.0,11.0,399.0,35.0,48:54,89.23076923076924,66.66666666666666,92.30769230769229
62,8473575,20092010,G,Semyon Varlamov,1527:26,6.0,2.0,15.0,4.0,653.0,89.0,15.0,549.0,16.0,591.0,111.0,0.9094709999999999,2.553303,26.0,23.0,718.0,65.0,58:44,80.18018018018019,93.75,92.89340101522842
63,8473607,20092010,G,Michal Neuvirth,872:13,0.0,0.0,9.0,4.0,424.0,64.0,16.0,344.0,19.0,373.0,72.0,0.9137930000000001,2.75161,17.0,16.0,464.0,40.0,51:18,88.8888888888889,84.21052631578947,92.22520107238606
64,8474550,20092010,G,Antti Niemi,2190:28,4.0,7.0,26.0,7.0,854.0,152.0,20.0,682.0,21.0,746.0,169.0,0.912393,2.2460970000000002,39.0,35.0,936.0,82.0,56:09,89.94082840236686,95.23809523809523,91.42091152815014
65,8470074,20092010,G,Jeff Deslauriers,2797:36,4.0,3.0,16.0,28.0,1377.0,229.0,31.0,1117.0,34.0,1234.0,261.0,0.900589,3.259937,48.0,48.0,1529.0,152.0,58:17,87.73946360153255,91.17647058823529,90.51863857374391
66,8471239,20092010,G,Cory Schneider,78:42,0.0,0.0,0.0,1.0,54.0,5.0,3.0,46.0,3.0,49.0,7.0,0.9152540000000001,3.8119440000000004,2.0,1.0,59.0,5.0,39:21,71.42857142857143,100.0,93.87755102040815
67,8474488,20092010,G,Matt Climie,60:00,0.0,0.0,0.0,1.0,33.0,2.0,1.0,30.0,2.0,34.0,2.0,0.8684209999999999,5.0,1.0,1.0,38.0,5.0,60:00,100.0,50.0,88.23529411764706
68,8473461,20092010,G,Steve Mason,3201:28,9.0,5.0,20.0,26.0,1490.0,260.0,38.0,1192.0,42.0,1309.0,302.0,0.9013909999999999,3.05485,58.0,55.0,1653.0,163.0,55:11,86.09271523178808,90.4761904761905,91.06187929717342
69,8470820,20092010,G,Matt Zaba,33:43,0.0,0.0,0.0,0.0,14.0,4.0,1.0,9.0,1.0,9.0,6.0,0.875,3.559071,1.0,0.0,16.0,2.0,33:43,66.66666666666666,100.0,100.0
70,8473434,20092010,G,Chad Johnson,280:43,1.0,0.0,1.0,2.0,124.0,18.0,6.0,100.0,6.0,109.0,20.0,0.9185190000000001,2.351125,5.0,4.0,135.0,11.0,56:08,90.0,100.0,91.74311926605505
71,8475080,20092010,G,Johan Backlund,40:00,0.0,0.0,0.0,1.0,22.0,3.0,1.0,18.0,1.0,20.0,3.0,0.916667,3.0,1.0,1.0,24.0,2.0,40:00,100.0,100.0,90.0
72,8473523,20092010,G,Jhonas Enroth,58:18,0.0,0.0,0.0,1.0,33.0,3.0,6.0,24.0,6.0,26.0,5.0,0.891892,4.116638,1.0,1.0,37.0,4.0,58:18,60.0,100.0,92.30769230769229
73,8475361,20092010,G,Jonas Gustavsson,2339:36,9.0,1.0,16.0,15.0,1034.0,166.0,30.0,838.0,30.0,921.0,195.0,0.9022690000000001,2.872286,42.0,39.0,1146.0,112.0,55:42,85.12820512820512,100.0,90.98805646036915
74,8471251,20092010,G,Justin Peters,488:00,0.0,0.0,6.0,3.0,218.0,29.0,7.0,182.0,8.0,197.0,36.0,0.9045639999999999,2.8278689999999997,9.0,8.0,241.0,23.0,54:13,80.55555555555556,87.5,92.38578680203042
75,8475130,20092010,G,Alexander Salak,66:35,0.0,0.0,0.0,1.0,34.0,10.0,4.0,20.0,5.0,22.0,13.0,0.85,5.406758,2.0,0.0,40.0,6.0,33:17,76.92307692307693,80.0,90.9090909090909
76,8471227,20092010,G,Devan Dubnyk,1075:26,2.0,0.0,4.0,10.0,515.0,94.0,8.0,413.0,8.0,458.0,113.0,0.889465,3.570654,19.0,16.0,579.0,64.0,56:36,83.18584070796459,100.0,90.17467248908298
77,8471418,20092010,G,Anton Khudobin,69:27,0.0,0.0,2.0,0.0,47.0,12.0,2.0,33.0,2.0,34.0,12.0,0.979167,0.863931,2.0,1.0,48.0,1.0,34:43,100.0,100.0,97.05882352941177
0,8455710,20102011,G,Martin Brodeur,3116:06,3.0,6.0,23.0,26.0,1186.0,169.0,25.0,992.0,29.0,1088.0,196.0,0.903275,2.445364,56.0,54.0,1313.0,127.0,55:38,86.22448979591837,86.20689655172413,91.17647058823529
1,8466339,20102011,G,Scott Clemmensen,1696:04,7.0,1.0,8.0,11.0,759.0,113.0,30.0,616.0,32.0,671.0,130.0,0.911164,2.6178220000000003,31.0,25.0,833.0,74.0,54:42,86.92307692307692,93.75,91.80327868852459
2,8468481,20102011,G,Rick DiPietro,1533:13,4.0,1.0,8.0,14.0,685.0,125.0,28.0,532.0,30.0,599.0,144.0,0.886158,3.44374,26.0,26.0,773.0,88.0,58:58,86.80555555555556,93.33333333333331,88.81469115191987
3,8468685,20102011,G,Henrik Lundqvist,4006:40,5.0,11.0,36.0,27.0,1813.0,261.0,61.0,1491.0,63.0,1603.0,299.0,0.922646,2.276206,68.0,67.0,1965.0,152.0,58:55,87.29096989966554,96.82539682539681,93.0131004366812
4,8467511,20102011,G,Antero Niittymaki,1414:28,3.0,0.0,12.0,7.0,551.0,68.0,15.0,468.0,16.0,512.0,87.0,0.895935,2.714804,24.0,22.0,615.0,64.0,58:56,78.16091954022987,93.75,91.40625
5,8470594,20102011,G,Marc-Andre Fleury,3695:10,5.0,3.0,36.0,20.0,1599.0,264.0,39.0,1296.0,44.0,1401.0,297.0,0.91791,2.321952,65.0,62.0,1742.0,143.0,56:50,88.8888888888889,88.63636363636364,92.5053533190578
6,8460703,20102011,G,Tim Thomas,3363:58,9.0,9.0,35.0,11.0,1699.0,241.0,51.0,1407.0,54.0,1486.0,271.0,0.938156,1.997642,57.0,55.0,1811.0,112.0,59:01,88.92988929889297,94.44444444444444,94.68371467025572
7,8467453,20102011,G,Andrew Raycroft,847:10,0.0,2.0,8.0,5.0,406.0,56.0,13.0,337.0,15.0,370.0,61.0,0.910314,2.832973,19.0,14.0,446.0,40.0,44:35,91.80327868852459,86.66666666666669,91.08108108108108
8,8462047,20102011,G,Martin Biron,927:30,0.0,0.0,8.0,6.0,393.0,53.0,10.0,330.0,12.0,357.0,57.0,0.922535,2.1347709999999998,17.0,15.0,426.0,33.0,54:33,92.98245614035088,83.33333333333334,92.43697478991596
9,8468011,20102011,G,Ryan Miller,3829:18,8.0,5.0,34.0,22.0,1799.0,304.0,49.0,1446.0,56.0,1565.0,343.0,0.9159879999999999,2.585329,66.0,65.0,1964.0,165.0,58:01,88.62973760932945,87.5,92.3961661341853
10,8460535,20102011,G,Jose Theodore,1792:54,3.0,1.0,15.0,11.0,882.0,161.0,24.0,697.0,24.0,762.0,177.0,0.9158879999999999,2.710692,32.0,29.0,963.0,81.0,56:01,90.96045197740112,100.0,91.46981627296587
11,8469548,20102011,G,Ray Emery,527:18,0.0,0.0,7.0,2.0,252.0,44.0,7.0,201.0,7.0,215.0,50.0,0.9264709999999999,2.275744,10.0,9.0,272.0,20.0,52:43,88.0,100.0,93.48837209302326
12,8470140,20102011,G,Kari Lehtonen,4119:11,11.0,3.0,34.0,24.0,1868.0,303.0,62.0,1503.0,72.0,1619.0,352.0,0.914342,2.549049,69.0,68.0,2043.0,175.0,59:41,86.07954545454545,86.1111111111111,92.83508338480543
13,8469675,20102011,G,Martin Gerber,185:00,0.0,0.0,3.0,0.0,91.0,10.0,8.0,73.0,8.0,76.0,11.0,0.957895,1.297297,3.0,3.0,95.0,4.0,61:40,90.9090909090909,100.0,96.05263157894736
14,8470320,20102011,G,Cam Ward,4317:35,10.0,4.0,37.0,26.0,2191.0,325.0,63.0,1803.0,67.0,1945.0,363.0,0.9225260000000001,2.556986,74.0,74.0,2375.0,184.0,58:20,89.53168044077135,94.02985074626865,92.69922879177378
15,8466141,20102011,G,Roberto Luongo,3589:39,7.0,4.0,38.0,15.0,1627.0,269.0,36.0,1322.0,37.0,1416.0,300.0,0.9281229999999999,2.106055,60.0,60.0,1753.0,126.0,59:49,89.66666666666666,97.2972972972973,93.36158192090394
16,8462161,20102011,G,Brent Johnson,1296:42,3.0,1.0,13.0,5.0,557.0,99.0,21.0,437.0,22.0,471.0,111.0,0.922185,2.1747509999999997,23.0,20.0,604.0,47.0,56:22,89.18918918918921,95.45454545454544,92.7813163481953
17,8459140,20102011,G,Nikolai Khabibulin,2701:05,4.0,2.0,10.0,32.0,1236.0,211.0,41.0,984.0,43.0,1087.0,259.0,0.889849,3.398636,47.0,46.0,1389.0,153.0,57:28,81.46718146718148,95.34883720930232,90.524379024839
18,8467950,20102011,G,Craig Anderson,2865:07,4.0,2.0,24.0,20.0,1411.0,239.0,32.0,1140.0,37.0,1243.0,266.0,0.9126780000000001,2.82711,51.0,49.0,1546.0,135.0,56:10,89.84962406015038,86.4864864864865,91.7135961383749
19,8470645,20102011,G,Corey Crawford,3336:37,6.0,4.0,33.0,18.0,1417.0,201.0,45.0,1171.0,47.0,1267.0,231.0,0.9171520000000001,2.301733,57.0,55.0,1545.0,128.0,58:32,87.01298701298703,95.74468085106385,92.42304656669296
20,8458568,20102011,G,Chris Osgood,628:40,2.0,0.0,5.0,3.0,269.0,58.0,12.0,199.0,13.0,220.0,65.0,0.9026850000000001,2.767762,11.0,10.0,298.0,29.0,57:09,89.23076923076924,92.30769230769229,90.45454545454544
21,8470657,20102011,G,Jimmy Howard,3615:15,5.0,2.0,37.0,17.0,1662.0,258.0,38.0,1366.0,43.0,1492.0,295.0,0.9081969999999999,2.788189,63.0,63.0,1830.0,168.0,57:23,87.45762711864407,88.3720930232558,91.5549597855228
22,8460712,20102011,G,Tomas Vokoun,3224:06,5.0,6.0,22.0,28.0,1616.0,259.0,60.0,1297.0,62.0,1411.0,280.0,0.921848,2.5495490000000003,57.0,57.0,1753.0,137.0,56:33,92.5,96.77419354838709,91.9206236711552
23,8462152,20102011,G,Chris Mason,1681:41,3.0,1.0,13.0,13.0,787.0,109.0,28.0,650.0,28.0,721.0,133.0,0.8922899999999999,3.3894610000000003,33.0,28.0,882.0,95.0,50:57,81.95488721804512,100.0,90.15256588072123
24,8471469,20102011,G,Pekka Rinne,3789:15,9.0,6.0,33.0,22.0,1771.0,270.0,30.0,1471.0,31.0,1578.0,296.0,0.929659,2.1217919999999997,64.0,64.0,1905.0,134.0,59:12,91.2162162162162,96.77419354838709,93.2192648922687
25,8459579,20102011,G,Patrick Lalime,365:25,0.0,0.0,0.0,5.0,145.0,24.0,1.0,120.0,3.0,133.0,27.0,0.8895709999999999,2.95553,7.0,4.0,163.0,18.0,52:12,88.8888888888889,33.33333333333333,90.22556390977444
26,8462052,20102011,G,Brian Boucher,1884:34,4.0,0.0,18.0,10.0,826.0,118.0,21.0,687.0,22.0,743.0,137.0,0.915743,2.419654,34.0,29.0,902.0,76.0,55:25,86.13138686131386,95.45454545454544,92.4629878869448
27,8462147,20102011,G,Miikka Kiprusoff,4155:39,6.0,6.0,37.0,24.0,1753.0,286.0,66.0,1401.0,73.0,1529.0,333.0,0.905943,2.627748,71.0,71.0,1935.0,182.0,58:31,85.88588588588588,90.41095890410958,91.62851536952257
28,8469514,20102011,G,Peter Budaj,2438:47,4.0,1.0,15.0,21.0,1104.0,169.0,22.0,913.0,24.0,1002.0,208.0,0.894652,3.198316,45.0,39.0,1234.0,130.0,54:11,81.25,91.66666666666666,91.11776447105787
29,8460806,20102011,G,Dwayne Roloson,3198:35,5.0,4.0,24.0,25.0,1458.0,229.0,42.0,1187.0,51.0,1284.0,261.0,0.9135340000000001,2.588646,54.0,54.0,1596.0,138.0,59:13,87.73946360153255,82.35294117647058,92.44548286604362
30,8469152,20102011,G,Ty Conklin,1285:27,4.0,2.0,8.0,8.0,513.0,75.0,11.0,427.0,11.0,479.0,92.0,0.881443,3.220662,25.0,20.0,582.0,69.0,51:25,81.52173913043478,100.0,89.14405010438414
31,8467913,20102011,G,Alex Auld,748:35,2.0,0.0,6.0,2.0,350.0,68.0,9.0,273.0,10.0,299.0,74.0,0.9138379999999999,2.644996,16.0,12.0,383.0,33.0,46:47,91.8918918918919,90.0,91.30434782608695
32,8462044,20102011,G,Jean-Sebastien Giguere,1633:01,4.0,0.0,11.0,11.0,699.0,101.0,21.0,577.0,22.0,634.0,121.0,0.8996139999999999,2.865862,33.0,26.0,777.0,78.0,49:29,83.4710743801653,95.45454545454544,91.00946372239748
33,8468524,20102011,G,Ilya Bryzgalov,4059:52,10.0,7.0,36.0,20.0,1957.0,354.0,52.0,1551.0,57.0,1666.0,402.0,0.920941,2.48284,68.0,67.0,2125.0,168.0,59:42,88.05970149253731,91.22807017543859,93.09723889555822
34,8460612,20102011,G,Marty Turco,1631:03,3.0,1.0,11.0,11.0,717.0,131.0,22.0,564.0,23.0,623.0,153.0,0.897372,3.0164619999999998,29.0,27.0,799.0,82.0,56:14,85.62091503267973,95.65217391304348,90.52969502407706
35,8460704,20102011,G,Johan Hedberg,1717:29,2.0,3.0,15.0,12.0,709.0,92.0,11.0,606.0,15.0,659.0,103.0,0.912484,2.375569,34.0,27.0,777.0,68.0,50:30,89.32038834951456,73.33333333333333,91.95751138088012
36,8464999,20102011,G,Mathieu Garon,1938:00,6.0,3.0,10.0,14.0,799.0,142.0,19.0,638.0,22.0,699.0,166.0,0.900789,2.7244580000000003,36.0,29.0,887.0,88.0,53:50,85.5421686746988,86.36363636363636,91.2732474964235
37,8467391,20102011,G,Jason LaBarbera,882:38,3.0,2.0,7.0,6.0,481.0,84.0,11.0,386.0,12.0,417.0,100.0,0.9092629999999999,3.262963,17.0,15.0,529.0,48.0,51:55,84.0,91.66666666666666,92.56594724220624
38,8469461,20102011,G,Pascal Leclaire,763:03,1.0,0.0,4.0,7.0,355.0,79.0,9.0,267.0,10.0,292.0,89.0,0.9079280000000001,2.8307450000000003,14.0,13.0,391.0,36.0,54:30,88.76404494382021,90.0,91.43835616438356
39,8469732,20102011,G,Joey MacDonald,720:51,3.0,1.0,5.0,5.0,341.0,43.0,11.0,287.0,12.0,309.0,51.0,0.916667,2.5802869999999998,15.0,9.0,372.0,31.0,48:03,84.31372549019608,91.66666666666666,92.88025889967638
40,8470860,20102011,G,Jaroslav Halak,3294:22,7.0,7.0,27.0,21.0,1382.0,224.0,29.0,1129.0,30.0,1233.0,255.0,0.910408,2.476956,57.0,57.0,1518.0,136.0,57:47,87.84313725490196,96.66666666666669,91.56528791565286
41,8469608,20102011,G,Mike Smith,1202:29,1.0,1.0,13.0,6.0,518.0,101.0,22.0,395.0,28.0,439.0,109.0,0.8993059999999999,2.894011,22.0,20.0,576.0,58.0,54:39,92.66055045871559,78.57142857142857,89.97722095671982
42,8473404,20102011,G,Niklas Backstrom,2977:33,5.0,3.0,22.0,23.0,1434.0,214.0,43.0,1177.0,48.0,1269.0,249.0,0.915709,2.6599049999999997,51.0,50.0,1566.0,132.0,58:23,85.94377510040161,89.58333333333334,92.75019700551614
43,8471695,20102011,G,Tuukka Rask,1594:11,2.0,2.0,11.0,14.0,795.0,113.0,31.0,651.0,33.0,704.0,129.0,0.918014,2.672215,29.0,27.0,866.0,71.0,54:58,87.5968992248062,93.93939393939394,92.4715909090909
44,8471679,20102011,G,Carey Price,4206:08,6.0,8.0,38.0,28.0,1982.0,349.0,66.0,1567.0,70.0,1683.0,394.0,0.923149,2.3537060000000003,72.0,70.0,2147.0,165.0,58:25,88.57868020304569,94.28571428571428,93.10754604872251
45,8470880,20102011,G,Brian Elliott,2983:08,9.0,3.0,15.0,27.0,1385.0,230.0,42.0,1113.0,46.0,1237.0,268.0,0.892972,3.338771,55.0,51.0,1551.0,166.0,54:14,85.82089552238807,91.30434782608695,89.97574777687954
46,8471715,20102011,G,Ondrej Pavelec,3225:13,9.0,4.0,21.0,23.0,1558.0,224.0,41.0,1293.0,48.0,1394.0,263.0,0.913783,2.7347,58.0,54.0,1705.0,147.0,55:36,85.17110266159696,85.41666666666666,92.75466284074604
47,8468540,20102011,G,Dan Ellis,2408:10,7.0,2.0,21.0,10.0,978.0,166.0,38.0,774.0,40.0,855.0,194.0,0.898072,2.765589,44.0,37.0,1089.0,111.0,54:43,85.56701030927834,95.0,90.52631578947368
48,8470147,20102011,G,Curtis McElhinney,1394:52,1.0,2.0,9.0,13.0,647.0,124.0,12.0,511.0,13.0,567.0,141.0,0.897365,3.1831,28.0,22.0,721.0,74.0,49:49,87.94326241134752,92.30769230769229,90.12345679012344
49,8473972,20102011,G,Jonas Hiller,2671:32,3.0,5.0,26.0,16.0,1379.0,237.0,27.0,1115.0,29.0,1198.0,266.0,0.923644,2.560327,49.0,46.0,1493.0,114.0,54:31,89.09774436090225,93.10344827586206,93.07178631051754
50,8471734,20102011,G,Jonathan Quick,3590:34,3.0,6.0,35.0,22.0,1497.0,242.0,35.0,1220.0,39.0,1324.0,268.0,0.917842,2.239201,61.0,60.0,1631.0,134.0,58:51,90.29850746268656,89.74358974358975,92.1450151057402
51,8473541,20102011,G,Jonathan Bernier,1378:15,3.0,3.0,11.0,8.0,595.0,92.0,9.0,494.0,11.0,537.0,104.0,0.9125770000000001,2.481408,25.0,22.0,652.0,57.0,55:07,88.46153846153845,81.81818181818183,91.99255121042829
52,8474771,20102011,G,Peter Mannino,72:47,0.0,0.0,0.0,0.0,31.0,3.0,1.0,27.0,1.0,31.0,4.0,0.8611110000000001,4.121823,2.0,0.0,36.0,5.0,36:23,75.0,100.0,87.09677419354837
53,8470093,20102011,G,Mike McKenna,117:52,0.0,0.0,0.0,1.0,50.0,6.0,1.0,43.0,1.0,47.0,8.0,0.892857,3.0542990000000003,2.0,1.0,56.0,6.0,58:56,75.0,100.0,91.48936170212765
54,8473575,20102011,G,Semyon Varlamov,1560:03,5.0,2.0,11.0,9.0,701.0,116.0,17.0,568.0,18.0,611.0,130.0,0.923584,2.230698,27.0,25.0,759.0,58.0,57:46,89.23076923076924,94.44444444444444,92.96235679214405
55,8473607,20102011,G,Michal Neuvirth,2689:29,4.0,4.0,27.0,12.0,1173.0,200.0,29.0,944.0,33.0,1024.0,226.0,0.9142629999999999,2.4540029999999997,48.0,45.0,1283.0,110.0,56:01,88.49557522123894,87.87878787878788,92.1875
56,8474550,20102011,G,Antti Niemi,3523:54,6.0,6.0,35.0,18.0,1601.0,259.0,32.0,1310.0,38.0,1407.0,296.0,0.919586,2.383723,60.0,60.0,1741.0,140.0,58:43,87.5,84.21052631578947,93.10589907604832
57,8471750,20102011,G,Ben Bishop,368:49,0.0,1.0,3.0,4.0,151.0,22.0,3.0,126.0,3.0,140.0,25.0,0.89881,2.765602,7.0,5.0,168.0,17.0,52:41,88.0,100.0,90.0
58,8471239,20102011,G,Cory Schneider,1371:47,2.0,1.0,16.0,4.0,663.0,143.0,19.0,501.0,20.0,537.0,157.0,0.9285709999999999,2.230673,25.0,22.0,714.0,51.0,54:52,91.08280254777071,95.0,93.29608938547486
59,8474488,20102011,G,Matt Climie,32:24,0.0,0.0,0.0,0.0,15.0,1.0,3.0,11.0,3.0,12.0,1.0,0.9375,1.851852,1.0,0.0,16.0,1.0,32:24,100.0,100.0,91.66666666666666
60,8471219,20102011,G,Al Montoya,1153:47,5.0,1.0,9.0,5.0,539.0,82.0,14.0,443.0,15.0,477.0,93.0,0.9213680000000001,2.39213,20.0,18.0,585.0,46.0,57:41,88.1720430107527,93.33333333333331,92.87211740041927
61,8473461,20102011,G,Steve Mason,3026:30,7.0,3.0,24.0,21.0,1388.0,249.0,28.0,1111.0,35.0,1220.0,286.0,0.9007139999999999,3.033207,54.0,53.0,1541.0,153.0,56:02,87.06293706293707,80.0,91.0655737704918
62,8473523,20102011,G,Jhonas Enroth,769:24,2.0,1.0,9.0,2.0,342.0,51.0,7.0,284.0,10.0,309.0,58.0,0.9071620000000001,2.7294,14.0,13.0,377.0,35.0,54:57,87.93103448275862,70.0,91.90938511326858
63,8470800,20102011,G,Mike Brodeur,96:49,0.0,0.0,0.0,1.0,35.0,9.0,1.0,25.0,1.0,31.0,10.0,0.833333,4.338096,4.0,1.0,42.0,7.0,24:12,90.0,100.0,80.64516129032258
64,8475361,20102011,G,Jonas Gustavsson,1242:07,2.0,0.0,6.0,13.0,552.0,69.0,19.0,464.0,22.0,510.0,88.0,0.890323,3.2847160000000004,23.0,21.0,620.0,68.0,54:00,78.4090909090909,86.36363636363636,90.98039215686278
65,8471251,20102011,G,Justin Peters,648:17,1.0,0.0,3.0,5.0,300.0,51.0,11.0,238.0,12.0,267.0,64.0,0.8746360000000001,3.979741,12.0,8.0,343.0,43.0,54:01,79.6875,91.66666666666666,89.13857677902621
66,8471227,20102011,G,Devan Dubnyk,2061:04,8.0,2.0,12.0,13.0,1010.0,200.0,20.0,790.0,20.0,858.0,225.0,0.915684,2.707336,35.0,33.0,1103.0,93.0,58:53,88.8888888888889,100.0,92.07459207459208
67,8471418,20102011,G,Anton Khudobin,188:44,0.0,1.0,2.0,1.0,81.0,15.0,4.0,62.0,4.0,65.0,17.0,0.94186,1.589544,4.0,3.0,86.0,5.0,47:11,88.23529411764706,100.0,95.3846153846154
68,8474690,20102011,G,Kevin Poulin,491:19,1.0,0.0,4.0,2.0,242.0,16.0,3.0,223.0,3.0,242.0,17.0,0.9236639999999999,2.442417,10.0,7.0,262.0,20.0,49:07,94.11764705882351,100.0,92.14876033057851
69,8474855,20102011,G,Nathan Lawson,384:19,2.0,0.0,1.0,4.0,217.0,37.0,8.0,172.0,10.0,192.0,41.0,0.8930040000000001,4.059153,10.0,7.0,243.0,26.0,38:25,90.24390243902441,80.0,89.58333333333334
70,8475156,20102011,G,Mikko Koskinen,207:51,0.0,0.0,2.0,1.0,103.0,23.0,2.0,78.0,2.0,90.0,26.0,0.8728809999999999,4.330046,4.0,4.0,118.0,15.0,51:57,88.46153846153845,100.0,86.66666666666669
71,8475683,20102011,G,Sergei Bobrovsky,3017:24,8.0,0.0,28.0,13.0,1397.0,211.0,43.0,1143.0,46.0,1238.0,243.0,0.914866,2.585007,54.0,52.0,1527.0,130.0,55:52,86.8312757201646,93.47826086956522,92.32633279483036
72,8475215,20102011,G,Robin Lehner,340:52,0.0,0.0,1.0,4.0,158.0,33.0,4.0,121.0,4.0,136.0,38.0,0.88764,3.520438,8.0,5.0,178.0,20.0,42:36,86.8421052631579,100.0,88.97058823529413
73,8473503,20102011,G,James Reimer,2080:09,5.0,3.0,20.0,10.0,1044.0,136.0,35.0,873.0,39.0,936.0,159.0,0.920635,2.595967,37.0,35.0,1134.0,90.0,56:13,85.53459119496857,89.74358974358975,93.26923076923076
74,8473638,20102011,G,Cedrick Desjardins,120:19,0.0,0.0,2.0,0.0,61.0,10.0,7.0,44.0,7.0,46.0,10.0,0.9682540000000001,0.997368,2.0,2.0,63.0,2.0,60:09,100.0,100.0,95.65217391304348
75,8474651,20102011,G,Braden Holtby,735:59,2.0,2.0,10.0,2.0,310.0,49.0,9.0,252.0,9.0,271.0,52.0,0.933735,1.7935189999999999,14.0,12.0,332.0,22.0,52:34,94.23076923076924,100.0,92.98892988929887
76,8474591,20102011,G,Tom McCollum,14:37,0.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,1.0,6.0,1.0,0.625,12.314708999999999,1.0,0.0,8.0,3.0,14:37,0.0,100.0,66.66666666666666
77,8474765,20102011,G,Anders Lindback,1131:03,2.0,2.0,11.0,5.0,527.0,63.0,9.0,455.0,10.0,489.0,77.0,0.9149309999999999,2.599355,22.0,18.0,576.0,49.0,51:24,81.81818181818183,90.0,93.04703476482618
78,8475431,20102011,G,Henrik Karlsson,837:33,6.0,0.0,4.0,5.0,355.0,59.0,9.0,287.0,10.0,317.0,64.0,0.9079280000000001,2.578951,17.0,11.0,391.0,36.0,49:16,92.1875,90.0,90.53627760252368
79,8474194,20102011,G,Timo Pielmeier,40:00,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,1.0,9.0,2.0,0.583333,7.5,1.0,0.0,12.0,5.0,40:00,0.0,0.0,77.7777777777778
0,8455710,20112012,G,Martin Brodeur,3392:29,4.0,3.0,31.0,21.0,1336.0,184.0,36.0,1116.0,45.0,1225.0,202.0,0.907609,2.405318,59.0,59.0,1472.0,136.0,57:29,91.0891089108911,80.0,91.10204081632654
1,8466339,20112012,G,Scott Clemmensen,1565:52,6.0,1.0,14.0,6.0,706.0,78.0,14.0,614.0,16.0,666.0,91.0,0.913325,2.567268,30.0,25.0,773.0,67.0,52:11,85.71428571428571,87.5,92.19219219219221
2,8468481,20112012,G,Rick DiPietro,353:45,3.0,0.0,3.0,2.0,155.0,16.0,6.0,133.0,6.0,149.0,22.0,0.875706,3.731449,8.0,6.0,177.0,22.0,44:13,72.72727272727273,100.0,89.26174496644295
3,8468685,20112012,G,Henrik Lundqvist,3753:30,5.0,8.0,39.0,18.0,1630.0,238.0,35.0,1357.0,36.0,1454.0,263.0,0.9298350000000001,1.9661650000000002,62.0,62.0,1753.0,123.0,60:32,90.49429657794676,97.2222222222222,93.32874828060524
4,8467959,20112012,G,Sebastien Caron,134:40,0.0,0.0,1.0,1.0,50.0,4.0,2.0,44.0,2.0,50.0,5.0,0.877193,3.1188119999999997,3.0,2.0,57.0,7.0,44:53,80.0,100.0,88.0
5,8470594,20112012,G,Marc-Andre Fleury,3896:13,4.0,3.0,42.0,17.0,1615.0,213.0,62.0,1340.0,69.0,1464.0,235.0,0.9134620000000001,2.356132,67.0,64.0,1768.0,153.0,58:09,90.63829787234043,89.8550724637681,91.53005464480873
6,8460703,20112012,G,Tim Thomas,3351:31,1.0,5.0,35.0,19.0,1527.0,217.0,44.0,1266.0,45.0,1365.0,249.0,0.920434,2.363109,59.0,55.0,1659.0,132.0,56:48,87.14859437751005,97.77777777777777,92.74725274725273
7,8467453,20112012,G,Andrew Raycroft,529:23,0.0,0.0,2.0,8.0,272.0,32.0,5.0,235.0,5.0,262.0,36.0,0.89769,3.513522,10.0,8.0,303.0,31.0,52:56,88.8888888888889,100.0,89.69465648854961
8,8462047,20112012,G,Martin Biron,1220:01,2.0,2.0,12.0,6.0,469.0,66.0,18.0,385.0,19.0,424.0,76.0,0.903661,2.4589830000000004,21.0,20.0,519.0,50.0,58:05,86.8421052631579,94.73684210526315,90.80188679245285
