,ID,Season,Position,FullName,TOI,OT,SO,W,L,Saves,PPSaves,SHSaves,EVSaves,SHShots,EVShots,PPShots,SvPct,GAA,G,GS,ShotsAgainst,GoalsAgainst,TOIperGame,PPSvPct,SHSvPct,EVSvPct
36,8462152,20072008,G,Chris Mason,2691:58,6.0,4.0,18.0,22.0,1148.0,193.0,40.0,915.0,44.0,1008.0,226.0,0.898279,2.89751,51.0,45.0,1278.0,130.0,52:47,85.39823008849558,90.9090909090909,90.7738095238095
37,8459579,20072008,G,Patrick Lalime,1828:06,2.0,1.0,16.0,12.0,749.0,126.0,20.0,603.0,22.0,661.0,152.0,0.897006,2.822603,32.0,30.0,835.0,86.0,57:07,82.89473684210526,90.9090909090909,91.22541603630863
38,8468166,20072008,G,Curtis Sanford,679:02,1.0,0.0,4.0,3.0,281.0,44.0,6.0,231.0,7.0,254.0,52.0,0.8977639999999999,2.8275490000000003,16.0,9.0,313.0,32.0,42:26,84.61538461538461,85.71428571428571,90.94488188976378
39,8462052,20072008,G,Brian Boucher,238:06,1.0,1.0,3.0,1.0,96.0,19.0,2.0,75.0,2.0,81.0,20.0,0.932039,1.7639650000000002,5.0,3.0,103.0,7.0,47:37,95.0,100.0,92.5925925925926
40,8462147,20072008,G,Miikka Kiprusoff,4398:19,10.0,2.0,39.0,26.0,1899.0,384.0,66.0,1449.0,72.0,1576.0,448.0,0.906011,2.687392,76.0,76.0,2096.0,197.0,57:52,85.71428571428571,91.66666666666666,91.94162436548224
41,8469514,20072008,G,Peter Budaj,1911:31,4.0,0.0,16.0,10.0,767.0,130.0,27.0,610.0,28.0,664.0,157.0,0.903416,2.573872,35.0,30.0,849.0,82.0,54:36,82.80254777070064,96.42857142857143,91.86746987951807
42,8460806,20072008,G,Dwayne Roloson,2340:12,5.0,0.0,15.0,17.0,1085.0,216.0,24.0,845.0,28.0,928.0,248.0,0.9011629999999999,3.051021,43.0,38.0,1204.0,119.0,54:25,87.09677419354837,85.71428571428571,91.05603448275862
43,8469152,20072008,G,Ty Conklin,1865:33,5.0,2.0,18.0,8.0,935.0,158.0,41.0,736.0,48.0,785.0,180.0,0.9230010000000001,2.508644,33.0,30.0,1013.0,78.0,56:31,87.77777777777777,85.41666666666666,93.7579617834395
44,8460516,20072008,G,Dan Cloutier,489:10,1.0,0.0,2.0,4.0,219.0,37.0,2.0,180.0,2.0,202.0,43.0,0.88664,3.4344120000000005,9.0,9.0,247.0,28.0,54:21,86.046511627907,100.0,89.10891089108911
45,8467913,20072008,G,Alex Auld,1722:17,5.0,3.0,12.0,13.0,750.0,151.0,36.0,563.0,39.0,607.0,181.0,0.906892,2.682485,32.0,29.0,827.0,77.0,53:49,83.4254143646409,92.30769230769229,92.7512355848435
46,8462044,20072008,G,Jean-Sebastien Giguere,3310:19,6.0,4.0,35.0,17.0,1391.0,299.0,51.0,1041.0,56.0,1107.0,345.0,0.922414,2.120643,58.0,57.0,1508.0,117.0,57:04,86.66666666666669,91.07142857142857,94.0379403794038
47,8468524,20072008,G,Ilya Bryzgalov,3613:59,6.0,3.0,28.0,25.0,1682.0,273.0,55.0,1354.0,58.0,1449.0,322.0,0.9196280000000001,2.4405200000000002,64.0,62.0,1829.0,147.0,56:28,84.78260869565217,94.82758620689656,93.44375431331952
48,8460612,20072008,G,Marty Turco,3628:31,6.0,3.0,32.0,21.0,1403.0,274.0,60.0,1069.0,67.0,1164.0,312.0,0.9092680000000001,2.314996,62.0,60.0,1543.0,140.0,58:31,87.8205128205128,89.55223880597015,91.8384879725086
49,8460704,20072008,G,Johan Hedberg,1927:14,3.0,1.0,14.0,15.0,915.0,160.0,25.0,730.0,28.0,804.0,194.0,0.891813,3.4557309999999997,36.0,32.0,1026.0,111.0,53:32,82.4742268041237,89.2857142857143,90.79601990049751
50,8464999,20072008,G,Mathieu Garon,2657:59,1.0,4.0,26.0,18.0,1241.0,237.0,46.0,958.0,52.0,1046.0,261.0,0.913171,2.6636740000000003,47.0,44.0,1359.0,118.0,56:33,90.80459770114942,88.46153846153845,91.58699808795411
51,8467391,20072008,G,Jason LaBarbera,2420:42,2.0,1.0,17.0,23.0,1220.0,219.0,36.0,965.0,38.0,1054.0,249.0,0.909769,2.999132,45.0,42.0,1341.0,121.0,53:47,87.95180722891565,94.73684210526315,91.55597722960151
52,8448382,20072008,G,Curtis Joseph,399:40,0.0,0.0,3.0,2.0,164.0,28.0,7.0,129.0,7.0,140.0,34.0,0.906077,2.552127,9.0,5.0,181.0,17.0,44:24,82.35294117647058,100.0,92.14285714285714
53,8460705,20072008,G,Evgeni Nabokov,4560:56,8.0,6.0,46.0,21.0,1639.0,304.0,77.0,1258.0,86.0,1370.0,346.0,0.909545,2.144298,77.0,77.0,1802.0,163.0,59:13,87.86127167630056,89.53488372093024,91.8248175182482
54,8462117,20072008,G,Vesa Toskala,3837:29,6.0,3.0,33.0,25.0,1649.0,305.0,68.0,1276.0,75.0,1389.0,360.0,0.904057,2.736168,66.0,64.0,1824.0,175.0,58:08,84.7222222222222,90.66666666666666,91.86465082793377
55,8462055,20072008,G,Marc Denis,414:56,0.0,0.0,1.0,5.0,171.0,33.0,7.0,131.0,8.0,152.0,39.0,0.859296,4.048843,10.0,4.0,199.0,28.0,41:29,84.61538461538461,87.5,86.18421052631578
56,8469461,20072008,G,Pascal Leclaire,2986:27,6.0,9.0,24.0,17.0,1267.0,284.0,34.0,949.0,35.0,1020.0,324.0,0.918782,2.250163,54.0,52.0,1379.0,112.0,55:18,87.6543209876543,97.14285714285714,93.0392156862745
57,8458988,20072008,G,Manny Fernandez,244:07,0.0,1.0,2.0,2.0,79.0,20.0,3.0,56.0,3.0,66.0,26.0,0.8315790000000001,3.932546,4.0,4.0,95.0,16.0,61:01,76.92307692307693,100.0,84.84848484848484
58,8470216,20072008,G,Josh Harding,1570:34,2.0,1.0,11.0,15.0,761.0,130.0,24.0,607.0,27.0,662.0,149.0,0.908115,2.9416130000000003,29.0,25.0,838.0,77.0,54:09,87.24832214765102,88.8888888888889,91.69184290030209
59,8465161,20072008,G,Steve Valiquette,685:35,3.0,2.0,5.0,3.0,271.0,33.0,14.0,224.0,14.0,242.0,40.0,0.9155409999999999,2.187918,13.0,10.0,296.0,25.0,52:44,82.5,100.0,92.56198347107437
